dp_code,tag_id
BP-2_16,esrs_DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory
BP-2_16,esrs_ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory
BP-2_16,esrs_PreparationForReuseMember
BP-2_17,esrs_BasisForPreparationOfSustainabilityStatement
BP-2_17,esrs_ChangesInPreparationAndPresentationOfSustainabilityInformationComparedToPreviousReportingPeriodAbstract
BP-2_17,esrs_DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory
BP-2_17,esrs_DescriptionOfBasisOfPreparationOfNonemployeesEstimatedNumberExplanatory
BP-2_17,esrs_DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory
BP-2_17,esrs_ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory
BP-2_17,esrs_PreparationForReuseMember
BP-2_18,esrs_BasisForPreparationOfSustainabilityStatement
BP-2_18,esrs_ChangesInPreparationAndPresentationOfSustainabilityInformationComparedToPreviousReportingPeriodAbstract
BP-2_18,esrs_DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory
BP-2_18,esrs_DescriptionOfBasisOfPreparationOfNonemployeesEstimatedNumberExplanatory
BP-2_18,esrs_DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory
BP-2_18,esrs_ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory
BP-2_18,esrs_PreparationForReuseMember
BP-2_19,esrs_BasisForPreparationOfSustainabilityStatement
BP-2_19,esrs_ChangesInPreparationAndPresentationOfSustainabilityInformationComparedToPreviousReportingPeriodAbstract
BP-2_19,esrs_DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory
BP-2_19,esrs_DescriptionOfBasisOfPreparationOfNonemployeesEstimatedNumberExplanatory
BP-2_19,esrs_DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory
BP-2_19,esrs_ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory
BP-2_19,esrs_PreparationForReuseMember
BP-2_20,esrs_BasisForPreparationOfSustainabilityStatement
BP-2_20,esrs_ChangesInPreparationAndPresentationOfSustainabilityInformationComparedToPreviousReportingPeriodAbstract
BP-2_20,esrs_DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory
BP-2_20,esrs_DescriptionOfBasisOfPreparationOfNonemployeesEstimatedNumberExplanatory
BP-2_20,esrs_DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory
BP-2_20,esrs_ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory
BP-2_20,esrs_PreparationForReuseMember
BP-2_21,esrs_BasisForPreparationOfSustainabilityStatement
BP-2_21,esrs_ChangesInPreparationAndPresentationOfSustainabilityInformationComparedToPreviousReportingPeriodAbstract
BP-2_21,esrs_DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory
BP-2_21,esrs_DescriptionOfBasisOfPreparationOfNonemployeesEstimatedNumberExplanatory
BP-2_21,esrs_DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory
BP-2_21,esrs_ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory
BP-2_21,esrs_PreparationForReuseMember
BP-2_22,esrs_BasisForPreparationOfSustainabilityStatement
BP-2_22,esrs_ChangesInPreparationAndPresentationOfSustainabilityInformationComparedToPreviousReportingPeriodAbstract
BP-2_22,esrs_DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory
BP-2_22,esrs_DescriptionOfBasisOfPreparationOfNonemployeesEstimatedNumberExplanatory
BP-2_22,esrs_DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory
BP-2_22,esrs_ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory
BP-2_22,esrs_PreparationForReuseMember
BP-2_23,esrs_BasisForPreparationOfSustainabilityStatement
BP-2_23,esrs_ChangesInPreparationAndPresentationOfSustainabilityInformationComparedToPreviousReportingPeriodAbstract
BP-2_23,esrs_DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory
BP-2_23,esrs_DescriptionOfBasisOfPreparationOfNonemployeesEstimatedNumberExplanatory
BP-2_23,esrs_DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory
BP-2_23,esrs_ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory
BP-2_23,esrs_PreparationForReuseMember
BP-2_24,esrs_BasisForPreparationOfSustainabilityStatement
BP-2_24,esrs_ChangesInPreparationAndPresentationOfSustainabilityInformationComparedToPreviousReportingPeriodAbstract
BP-2_24,esrs_DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory
BP-2_24,esrs_DescriptionOfBasisOfPreparationOfNonemployeesEstimatedNumberExplanatory
BP-2_24,esrs_DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory
BP-2_24,esrs_ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory
BP-2_24,esrs_PreparationForReuseMember
BP-2_25,esrs_BasisForPreparationOfSustainabilityStatement
BP-2_25,esrs_ChangesInPreparationAndPresentationOfSustainabilityInformationComparedToPreviousReportingPeriodAbstract
BP-2_25,esrs_DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory
BP-2_25,esrs_DescriptionOfBasisOfPreparationOfNonemployeesEstimatedNumberExplanatory
BP-2_25,esrs_DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory
BP-2_25,esrs_ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory
BP-2_25,esrs_PreparationForReuseMember
BP-2_26,esrs_BasisForPreparationOfSustainabilityStatement
BP-2_26,esrs_ChangesInPreparationAndPresentationOfSustainabilityInformationComparedToPreviousReportingPeriodAbstract
BP-2_26,esrs_DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory
BP-2_26,esrs_DescriptionOfBasisOfPreparationOfNonemployeesEstimatedNumberExplanatory
BP-2_26,esrs_DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory
BP-2_26,esrs_ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory
BP-2_26,esrs_PreparationForReuseMember
BP-2_27,esrs_BasisForPreparationOfSustainabilityStatement
BP-2_27,esrs_ChangesInPreparationAndPresentationOfSustainabilityInformationComparedToPreviousReportingPeriodAbstract
BP-2_27,esrs_DescriptionOfBasisForPreparationOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory
BP-2_27,esrs_DescriptionOfBasisOfPreparationOfNonemployeesEstimatedNumberExplanatory
BP-2_27,esrs_DisclosureOfGeneralBasisForPreparationOfSustainabilityStatementExplanatory
BP-2_27,esrs_ExplanationOfChangesInPreparationAndPresentationOfSustainabilityInformationAndReasonsForThemExplanatory
BP-2_27,esrs_PreparationForReuseMember
E1-1_01,esrs_AbsoluteValueOfLocationBasedScope2GreenhouseGasEmissionsReduction
E1-1_01,esrs_AchievedGHGEmissionReductions
E1-1_01,esrs_AdministrativeManagementAndSupervisoryBodiesHaveApprovedTransitionClimateChange
E1-1_01,esrs_AmountOfCarbonCreditsOutsideValueChainPlannedToBeCancelledInFuture
E1-1_01,esrs_ESRSE1ClimateChangeMember
E1-1_01,esrs_ExplanationOfAnyPotentialDifferencesBetweenSignificantOpExAndCapExDisclosedUnderESRSE1AndKeyPerformanceIndicatorsDisclosedUnderCommissionDelegatedRegulationEU2021NO2178TextBlockExplanatory
E1-1_01,esrs_ExplanationOfNegativeMaterialityAssessmentForESRSE1ClimateChangeExplanatory
E1-1_02,esrs_ESRSE1ClimateChangeMember
E1-1_02,esrs_ExplanationOfAnyPotentialDifferencesBetweenSignificantOpExAndCapExDisclosedUnderESRSE1AndKeyPerformanceIndicatorsDisclosedUnderCommissionDelegatedRegulationEU2021NO2178TextBlockExplanatory
E1-1_02,esrs_ExplanationOfNegativeMaterialityAssessmentForESRSE1ClimateChangeExplanatory
E1-1_03,esrs_AbsoluteValueOfLocationBasedScope2GreenhouseGasEmissionsReduction
E1-1_03,esrs_AchievedGHGEmissionReductions
E1-1_03,esrs_AdministrativeManagementAndSupervisoryBodiesHaveApprovedTransitionClimateChange
E1-1_03,esrs_AmountOfCarbonCreditsOutsideValueChainPlannedToBeCancelledInFuture
E1-1_03,esrs_ESRSE1ClimateChangeMember
E1-1_03,esrs_ExplanationOfAnyPotentialDifferencesBetweenSignificantOpExAndCapExDisclosedUnderESRSE1AndKeyPerformanceIndicatorsDisclosedUnderCommissionDelegatedRegulationEU2021NO2178TextBlockExplanatory
E1-1_03,esrs_ExplanationOfNegativeMaterialityAssessmentForESRSE1ClimateChangeExplanatory
E1-1_04,esrs_ESRSE1ClimateChangeMember
E1-1_04,esrs_ExplanationOfAnyPotentialDifferencesBetweenSignificantOpExAndCapExDisclosedUnderESRSE1AndKeyPerformanceIndicatorsDisclosedUnderCommissionDelegatedRegulationEU2021NO2178TextBlockExplanatory
E1-1_04,esrs_ExplanationOfNegativeMaterialityAssessmentForESRSE1ClimateChangeExplanatory
E1-1_05,esrs_ESRSE1ClimateChangeMember
E1-1_05,esrs_ExplanationOfAnyPotentialDifferencesBetweenSignificantOpExAndCapExDisclosedUnderESRSE1AndKeyPerformanceIndicatorsDisclosedUnderCommissionDelegatedRegulationEU2021NO2178TextBlockExplanatory
E1-1_05,esrs_ExplanationOfNegativeMaterialityAssessmentForESRSE1ClimateChangeExplanatory
E1-1_06,esrs_ESRSE1ClimateChangeMember
E1-1_06,esrs_ExplanationOfAnyPotentialDifferencesBetweenSignificantOpExAndCapExDisclosedUnderESRSE1AndKeyPerformanceIndicatorsDisclosedUnderCommissionDelegatedRegulationEU2021NO2178TextBlockExplanatory
E1-1_06,esrs_ExplanationOfNegativeMaterialityAssessmentForESRSE1ClimateChangeExplanatory
E1-1_07,esrs_AbsoluteValueOfLocationBasedScope2GreenhouseGasEmissionsReduction
E1-1_07,esrs_AchievedGHGEmissionReductions
E1-1_07,esrs_AdministrativeManagementAndSupervisoryBodiesHaveApprovedTransitionClimateChange
E1-1_07,esrs_AmountOfCarbonCreditsOutsideValueChainPlannedToBeCancelledInFuture
E1-1_07,esrs_ESRSE1ClimateChangeMember
E1-1_07,esrs_ExplanationOfAnyPotentialDifferencesBetweenSignificantOpExAndCapExDisclosedUnderESRSE1AndKeyPerformanceIndicatorsDisclosedUnderCommissionDelegatedRegulationEU2021NO2178TextBlockExplanatory
E1-1_07,esrs_ExplanationOfNegativeMaterialityAssessmentForESRSE1ClimateChangeExplanatory
E1-1_08,esrs_ESRSE1ClimateChangeMember
E1-1_08,esrs_ExplanationOfAnyPotentialDifferencesBetweenSignificantOpExAndCapExDisclosedUnderESRSE1AndKeyPerformanceIndicatorsDisclosedUnderCommissionDelegatedRegulationEU2021NO2178TextBlockExplanatory
E1-1_08,esrs_ExplanationOfNegativeMaterialityAssessmentForESRSE1ClimateChangeExplanatory
E1-1_09,esrs_ESRSE1ClimateChangeMember
E1-1_09,esrs_ExplanationOfAnyPotentialDifferencesBetweenSignificantOpExAndCapExDisclosedUnderESRSE1AndKeyPerformanceIndicatorsDisclosedUnderCommissionDelegatedRegulationEU2021NO2178TextBlockExplanatory
E1-1_09,esrs_ExplanationOfNegativeMaterialityAssessmentForESRSE1ClimateChangeExplanatory
E1-1_10,esrs_ESRSE1ClimateChangeMember
E1-1_10,esrs_ExplanationOfAnyPotentialDifferencesBetweenSignificantOpExAndCapExDisclosedUnderESRSE1AndKeyPerformanceIndicatorsDisclosedUnderCommissionDelegatedRegulationEU2021NO2178TextBlockExplanatory
E1-1_10,esrs_ExplanationOfNegativeMaterialityAssessmentForESRSE1ClimateChangeExplanatory
E1-1_11,esrs_ESRSE1ClimateChangeMember
E1-1_11,esrs_ExplanationOfAnyPotentialDifferencesBetweenSignificantOpExAndCapExDisclosedUnderESRSE1AndKeyPerformanceIndicatorsDisclosedUnderCommissionDelegatedRegulationEU2021NO2178TextBlockExplanatory
